rue;x;y
Rue Yvon Villarceau;22874;488689
Rue Yvonne le Tac;23400;488841
Rue Zadkine;23694;488317
Ruelle Bidault;23814;488447
Ruelle de la Planchette;23883;488393
Ruelle des Hebrard;23845;488424
Ruelle Fraisier;23765;488471
Ruelle Sourdis;23599;488618
Sente a Bigot;23848;489011
Sente des Dorees;23934;488878
Sentier Briens;24021;488436
Sentier de la Lieutenance;24087;488417
Sentier de la Pointe;24016;488556
Sentier de la Station;23819;488951
Sentier de Montempoivre;24015;488402
Sentier des Merisiers;24092;488432
Square Adanson;23517;488393
Square Alain-Fournier;23071;488281
Square Albert Bartholome;22943;488286
Square Albin Cachot;23433;488332
Square Alboni;22860;488573
Square Alfred Dehodencq;22707;488603
Square Alice;23139;488267
Square Amicie Lebaudy;24027;488687
Square Andre Dreyer;23437;488268
Square Arago;23455;488352
Square Auguste Renoir;23089;488278
Square Beaujon;23119;488755
Square Brancion;23004;488273
Square Brizeux;23967;488697
Square Charles Dickens;22847;488573
Square Charles Laurent;23030;488437
Square Chaure;24064;488672
Square Claude Debussy;23131;488847
Square d'Amiens;24099;488597
Square d'Orleans;23358;488773
Square d'Urfe;22594;488502
Square de Chaillot;22971;488681
Square de Chatillon;23229;488257
Square de Clignancourt;23463;488930
Square de l'Aide Sociale;23234;488340
Square de l'Avenue du Bois;22869;488744
Square de l'Avenue Foch;22784;488732
Square de l'Esterel;24118;488484
Square de l'Opera-Louis Jouvet;23291;488722
Square de l'Union;22875;488672
Square de la Champmesle;23905;488873
Square de la Gascogne;24113;488541
Square de la Guyenne;24107;488549
Square de la Motte-Picquet;22969;488507
Square de la Mutualite;23504;488487
Square de la Rochefoucauld;23227;488532
Square de la Salamandre;24063;488578
Square de la Tour-Maubourg;23086;488570
Square de la Vendee;23998;488331
Square de Luynes;23267;488548
Square de Maubeuge;23464;488785
Square de Montsouris;23341;488236
Square de Padirac;22602;488515
Square de Port-Royal;23428;488368
Square de Robiac;23047;488578
Square de Tocqueville;23066;488884
Square de Verdun;23621;488762
Square des Aliscamps;22605;488519
Square des Bouleaux;23756;488821
Square des Cardeurs;24073;488582
Square des Ecrivains Combattants Morts pour la France;22655;488597
Square des Peupliers;23535;488253
Square Desaix;22916;488525
Square Desnouettes;22837;488348
Square du Croisic;23172;488456
Square du Diapason;23894;488887
Square du Dr Blanche;22649;488522
Square du Laonnais;23983;488807
Square du Limousin;23764;488231
Square du Mont Blanc;22735;488494
Square du Perigord;24112;488546
Square du Quercy;24115;488532
Square du Ranelagh;22683;488555
Square du Sancerrois;24003;488333
Square du Tarn;22991;488884
Square du Thimerais;22964;488874
Square du Trocadero;22821;488624
Square du Var;24122;488483
Square du Vaucluse;22998;488895
Square du Vermandois;23975;488810
Square du Vexin;23967;488817
Square du Vivarais;22877;488837
Square Dunois;23664;488337
Square Emile Zola;22878;488468
Square Emmanuel Chabrier;23128;488848
Square Eugene Hatton;23862;488415
Square Gabriel Faure;23134;488849
Square Gaston Bertandeau;22881;488790
Square Georges Contenot;23961;488370
Square Georges Lesage;23675;488466
Square Got;24054;488482
Square Gouvion-Saint-Cyr;22868;488824
Square Grange;23446;488358
Square Henri Duparc;23130;488850
Square Henry Pate;22720;488485
Square Jasmin;22667;488525
Square Jean Falck;23698;488803
Square Jean-Paul Laurens;22702;488542
Square Jouvenet;22660;488421
Square Jules Cheret;24115;488555
Square la Bruyere;23328;488791
Square la Fontaine;22720;488507
Square Lagarde;23479;488406
Square Lamarck;23356;488907
Square Lamartine;22754;488649
Square Louis Gentil;24047;488335
Square Louise et Tony;23301;488273
Square Marcel Rajman;23853;488603
Square Massena;23728;488230
Square Mignot;22831;488620
Square Monceau;23180;488820
Square Moncey;23304;488805
Square Mozart;22710;488566
Square Nicolay;23194;488877
Square Ornano;23494;488923
Square Patenne;24056;488498
Square Paul Blanchet;24056;488341
Square Paul Paray;23080;488892
Square Petrarque;22822;488613
Square Petrelle;23490;488807
Square Racan;22591;488497
Square Rapp;23008;488587
Square Raynouard;22828;488574
Square Roland Garros;24082;488679
Square Rosny Aine;23589;488172
Square Saint-Charles;23897;488463
Square Saint-Irenee;23766;488613
Square Saint-Romain;23209;488477
Square Sainte-Croix de la Bretonnerie;23546;488584
Square Sedillot;23019;488583
Square Servan;23826;488609
Square Theophile Gautier;22700;488476
Square Thiers;22788;488662
Square Tolstoi;22617;488530
Square Trudaine;23405;488796
Square Vergennes;23019;488392
Square Vermenouze;23492;488407
Square Victorien Sardou;22673;488433
Square Villaret de Joyeuse;22899;488769
Suzanne Lenglen;22770;488329
Terrasse de Champagne;23885;488318
Villa Adrienne;23312;488314
Villa Adrienne Simon;23280;488350
Villa Alexandre Ribot;23952;488811
Villa Alexandre Tansman;22661;488419
Villa Amalia;23924;488810
Villa Amelie;24019;488727
Villa Armand Fallieres;23898;488809
Villa Auguste Blanqui;23677;488308
Villa Ballu;23295;488817
Villa Baumann;24059;488683
Villa Belliard;23290;488954
Villa Berthier;22930;488852
Villa Boileau;22635;488454
Villa Boissiere;22903;488659
Villa Bolero;23859;488900
Villa Bosquet;23037;488608
Villa Cantate;23863;488901
Villa Castel;23877;488714
Villa Championnet;23312;488941
Villa Chanez;22603;488474
Villa Charles Benard;24052;488440
Villa Claude Monet;23902;488815
Villa Collet;23152;488273
Villa Cur de Vey;23270;488305
Villa Curial;23704;488911
Villa d'Alsace;23929;488799
Villa d'Este;23666;488219
Villa d'Eylau;22890;488715
Villa d'Hauterive;23914;488813
Villa d'Orleans;23285;488286
Villa Damremont;23370;488940
Villa Dancourt;23412;488827
Villa Daumesnil;24009;488371
Villa Daviel;23463;488275
Villa de Bellevue;23942;488798
Villa de Cronstadt;23907;488810
Villa de Fontenay;23921;488808
Villa de Grenelle;22936;488491
Villa de Guelma;23369;488827
Villa de l'Astrolabe;23191;488441
Villa de l'Ermitage;23923;488703
Villa de la Faisanderie;22753;488701
Villa de la Grande Armee;22904;488759
Villa de la Renaissance;23945;488808
Villa de la Reunion;22667;488430
Villa de la Saulaie;23939;488573
Villa de la Tour;22781;488622
Villa de Lorraine;23936;488809
Villa de Lourcine;23396;488307
Villa de Saxe;23095;488494
Villa de Segur;23098;488504
Villa Deloder;23596;488227
Villa des 3 Couronnes;23815;488698
Villa des Arts;23271;488877
Villa des Boers;23904;488808
Villa des Buttes Chaumont;23865;488792
Villa des Charmilles;23073;488325
Villa des Falaises;24041;488661
Villa des Glizieres;22752;488494
Villa des Gobelins;23534;488338
Villa des Guignieres;22755;488567
Villa des Hautes Traverses;24040;488548
Villa des Hauts de Belleville;24018;488742
Villa des Lilas;23946;488799
Villa des Lyanes;24052;488635
Villa des Otages;24026;488744
Villa des Plantes;23230;488302
Villa des Pyrenees;24055;488534
Villa des Roses;23598;488935
Villa des Sizerins;23906;488822
Villa des Tulipes;23402;488974
Villa du Bel air;24085;488428
Villa du Bois d'Orme;24000;488763
Villa du Borrego;24006;488737
Villa du Clos de Malevart;23727;488694
Villa du Danube;23947;488812
Villa du Lavoir;23583;488696
Villa du Mont Tonnerre;23186;488441
Villa du Moulin Dagobert;23923;488530
Villa du Parc;23818;488762
Villa du Progres;23941;488807
Villa du Sahel;24064;488411
Villa Dupont;22814;488745
Villa Dury-Vasselon;24037;488759
Villa Emile Loubet;23938;488798
Villa Emile Meyer;22607;488405
Villa Erlanger;22617;488461
Villa Etex;23287;488906
Villa Faucheur;23859;488724
Villa Felix Faure;23955;488799
Villa Fleurie;23867;488777
Villa Flore;22663;488498
Villa Fondary;22981;488467
Villa Frederic Mistral;22860;488385
Villa Gabriel;23176;488433
Villa Gagliardini;24032;488755
Villa Garnier;23180;488439
Villa Gaudelet;23797;488654
Villa George Sand;22684;488502
Villa Georgina;23977;488717
Villa Godin;24006;488591
Villa Guibert;22769;488614
Villa Guizot;22913;488772
Villa Halle;23320;488309
Villa Hardy;24009;488623
Villa Herran;22773;488646
Villa Honore Gabriel Riqueti;22798;488456
Villa Industrielle;23973;488690
Villa Jacquemont;23223;488881
Villa Jamot;23167;488276
Villa Jean Godard;24053;488354
Villa Jean-Baptiste Luquet;22874;488459
Villa Jocelyn;22760;488652
Villa Jules Laforgue;23898;488814
Villa la Fresnaye;23089;488384
Villa Lantiez;23242;488952
Villa Laugier;22950;488823
Villa Leandre;23350;488883
Villa Leconte de Lisle;22688;488482
Villa Lecourbe;22870;488379
Villa Leone;23158;488302
Villa Letellier;22951;488479
Villa Louvat;23279;488332
Villa Malakoff;22874;488655
Villa Manin;23929;488844
Villa Marceau;23918;488806
Villa Marcel Lods;23771;488753
Villa Marces;23761;488590
Villa Marie Vassilieff;23211;488434
Villa Maurice Rollinat;23911;488818
Villa Meridienne;23361;488256
Villa Moderne;23244;488305
Villa Monceau;22996;488830
Villa Montcalm;23367;488929
Villa Mozart;22690;488533
Villa Murat;22622;488381
Villa Nicolas de Blegny;23766;488572
Villa Nieuport;23712;488249
Villa Olivier Metra;23942;488733
Villa Ornano;23451;488962
Villa Perreur;24049;488682
Villa Pierre Ginier;23268;488872
Villa Poirier;23041;488438
Villa Poissonniere;23513;488855
Villa Remi Belleau;23773;488851
Villa Riberolle;23968;488577
Villa Rimbaud;23893;488812
Villa Robert Doisneau;23698;488262
Villa Robert Lindet;22965;488337
Villa Sadi Carnot;23950;488799
Villa Saint-Ange;23280;488968
Villa Saint-Charles;22840;488457
Villa Saint-Fargeau;24014;488718
Villa Saint-Jacques;23350;488325
Villa Sainte-Croix;23243;488939
Villa Scheffer;22798;488627
Villa Sommeiller;22617;488377
Villa Sonatine;23867;488895
Villa Souchet;23999;488675
Villa Souchier;22786;488629
Villa Spontini;22781;488680
Villa Stendhal;24018;488622
Villa Theodore Deck;22899;488375
Villa Thoreton;22835;488383
Villa Toccata;23861;488896
Villa Vauvenargues;23298;488962
Villa Victor Hugo;22790;488680
Villa Victorien Sardou;22671;488432
Villa Violet;22909;488441
Villa Virginie;23262;488243
Villa Wagram-Saint-Honore;22987;488770
Voie Georges Pompidou;23237;488629
