description,metro/0,metro/1,metro/2,url,localisation,prix,titre,infos
"deux entrees dans la partie la plus commercante de la rue charonne donnent l'acces a un immeuble de standing de 12 etages. appartement tres calme de 107 m2 avec une vue degagee, au 6e etage oriente sud donnant sur un grand jardin privatif. grande entree avec une double porte donnant acces a un grand sejour double de 32,30 m2. un couloir desservant 3 chambres a gauche, de grands placards alternant avec 2 toilettes et 2 salles de bains sur la droite. vide ordure dans la cuisine, local a velo commun et cave privative. parking au 2e sous-sol.merci de me contacter de 12h a 22h.",charonne,faidherbe,rue des boulets,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-r406802264,paris 11e (75011),850000,vente appartement 5 pieces 107 m2 paris 11e,"pieces : 5, chambres : 3, surface : 107, prix / m : 7.944"
"rue labie 75017 a deux pas de la place saint ferdinand et du metro porte maillot au 6eme etage avec ascenseur au calme, une surface de 17,51 m2 (16,31 carrez) entierement a refaire. composee d'une piece + piece d'eau avec wc separes dans le studio. deux fenetres orientees ouest. je ne signe aucun mandat.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-r407800856,paris 17e (75017),170000,vente studio 17 m2 paris 17e,"piece : 1, surface : 17, prix / m : 10.000"
"au coeur du quartier de la campagne a paris et dans un joli immeuble moderne de 1999, au 2eme etage avec ascenseur, tres bel appartement lumineux de trois pieces comprenant une entree, sejour avec cuisine us amenagee, deux chambres ouvrant sur un balcon filant, grand dressing pour la chambre parentale, buanderie, salle de bains avec baignoire et douche, wc independants. chauffage individuel electrique. tres belles prestations : digicode, interphone, locaux a velos et poussettes. tres calme et tres bien agence. copropriete de 30 lots. pas de travaux prevus. charges annuelles : 3.600 . proche toutes commodites : ecoles (sectorisation avantageuse creches, maternelles et elementaires), commerces, transports en commun (metros, bus et tram). possibilite de parking dans la copropriete en sus.merci de me contacter entre 13h et 14h ou entre 19h et 21h pendant la semaine.",severine,pelleport,porte de bagnolet,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-r407501245,paris 20e (75020),480000,vente appartement 3 pieces 66 m2 paris,"pieces : 3, chambres : 2, surface : 66, prix / m : 7.273"
"appartement de 80.4 m2 carrez. proche boulevard davout, (tram t3, metro ligne 3 et 9, bus : 57, 26, 64). bel appartement familial de 4 pieces, ensoleille, traversant, compose d'une entree, cuisine amenagee, salle de bains, toilettes, 2 chambres, sejour double (34 m2) (possibilite d'une 3eme chambre) avec baies vitrees donnant sur un balcon de 8 m2 expose sud/ouest. grands placards (entree et couloir). situe au 8eme d'un immeuble de 11 etages avec ascenseur, gardien, digicode et interphone. proche de toutes commodites (commerces, marche ...) et ecoles, colleges et lycees. ce bien comprend egalement une cave et un parking en sous-sol. residence avec jardins tres bien entretenue, eau chaude et chauffage collectifs.",mairie de miribel,porte de montreuil,maraichers,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-r407100635,paris 20e (75020),540000,vente appartement 4 pieces 80 m2 paris,"pieces : 4, chambres : 2, surface : 80, prix / m : 6.750"
"grand studio (ancien 2 pieces, recloisonnable) de 31,5 m2. village bastille-roquette-charonne. parfait etat. entierement equipe (meuble, regulierement loue en courte duree au prix de 1.250  mensuels), on pose seulement les valises. 4e etage.",breguet - sabin,voltaire (leon blum),ledru-rollin,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-r408400717,paris 11e (75011),300000,vente studio 31 m2 paris 11e,"piece : 1, surface : 31, prix / m : 9.677"
"a 100 m du metro place des fetes et a 5 minutes a pied du parc des buttes chaumont. beau studio de 36 m2 (loi carrez) refait a neuf, calme et clair oriente sud (vue sur montmartre et tout l'ouest de paris), au 8eme etage dans residence standing (gardien, 3 ascenseurs, digicode, interphone, video de surveillance) avec parking et cave. entree avec 2 placards, cuisine independante, wc separes, belle piece a vivre avec placard et double vitrage, parquet, salle de bains (lavabo, bidet et baignoire). eau chaude et chauffage collectifs. agences merci de s'abstenir. pour tout renseignement, merci de prendre contact par courriel en indiquant votre nom et votre numero de telephone.",place des fetes,telegraphe,pre saint-gervais,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-r405002337,paris 19e (75019),239000,vente studio 36 m2 paris 19e,"piece : 1, chambre : 1, surface : 36"
"rare. magnifique appartement traversant pres du trocadero, calme absolu donnant sur jardin d'un cote et cour sur la villa scheffer de l'autre cote. au 2e etage d'un immeuble recent de standing, en retrait par rapport a la rue. cet appartement de 96,48 m2 en loi carrez et 9 m2 de balcon a ete refait integralement a neuf (parquet, fenetres, radiateurs, electricite, plomberie, menuiserie) par un architecte. plan ideal, aucune perte d'espace avec de nombreux rangements. coin jour / coin nuit. triple sejour de 42 m2 avec cuisine americaine et ilot de cuisson/bar. cette grande piece a vivre donne sur un balcon filant et sur un jardin expose sud-ouest. 2 (possibilite d'une troisieme) grandes chambres 19 m2 et 16 m2 avec la encore, de grands placards. toilettes invites avec lave-mains separe, salle de bains avec baignoire, douche a l'italienne, double vasque et d'autres toilettes. possibilite d'une deuxieme salle de douche dans une des chambres. appartement equipe high tech avec hauts parleurs et systeme sonos dans la cuisine et la salle de bains, qui permet de controler la musique depuis une appli smartphone. volets et alarme en domotique.",rue de la pompe (avenue georges mandel),trocadero,avenue henri martin,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-r403600891,paris 16e (75116),1330000,vente appartement 3 pieces 96 m2 paris,"pieces : 3, chambres : 2, surface : 96"
"agences merci de vous abstenir ! viistable le samedi 24 octobre (nous n'habitons pas sur paris et organisons une journee visites) paris 15eme, a 100 metres du metro convention, rue victor duruy. un appartement lumineux d'une surface habitable de 72,17 m2 loi carrez, au 5eme etage avec ascenseur, comprenant : une entree avec 2 grands placards (7,5 m2) desservant une belle piece de sejour-salon (27 m2) (parquet), cuisine separee (6,8 m2), degagement, deux chambres (parquet), salle de bains et wc. cave 6 m2. possibilite d'agrandissement car studio voisin a vendre egalement. immeuble tres bien tenu, accessible aux personnes a mobilite reduite, grand hall d'entree avec rangements pour velos, poussettes etc... possibilite parking. toutes commodites au pied de l'immeuble : metro convention, lignes de bus, commerces, marche, cinema gaumont, etc. diagnostics immobiliers realises. plus de photos et plan de l'appartement sur demande. ouverts a la discussion sur le prix.",convention,vaugirard (adolphe cherioux),felix faure,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-r406502357,paris 15e (75015),600000,vente appartement 3 pieces 72 m2 paris 15e,"pieces : 3, chambres : 2, surface : 72"
"appartement de 40,34 m2 situe a cote du metro pre-saint-gervais. ensoleille et bien distribue, ce 2 pieces avec vue sur un jardin comporte un sejour de 14 m2, une chambre spacieuse, une salle de bains, des wc separes et une cuisine independante. toutes les pieces donnent sur une cour calme et arboree. 2eme etage sans ascenseur.",pre saint-gervais,hopital robert-debre,telegraphe,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-r405600864,paris 19e (75019),245000,vente appartement 2 pieces 40 m2 paris,"pieces : 2, chambre : 1, surface : 40, prix / m : 6.125"
"rue des petites ecuries/bonne nouvelle. appartement 65 m2 sur double cours tres calme et lumineux, au 3eme etage avec ascenseur. entree, sejour-cuisine 33 m2, grande chambre 15 m2, dressing 5 m2 (possibilite 2 chambres), salle de bains, wc. toiture neuve ravalement fait il y a 4 ans parties communes neuves (electricite, peinture, fibre, mise aux normes ascenseur, carrelage, lampe jielde) charges trimestrielles : 480 euros. taxe fonciere 661 euros agences s'abstenir",chateau d'eau,bonne nouvelle,poissonniere,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r408400688,paris 10e (75010),634000,vente appartement 2 pieces 65 m2 paris 10e,"pieces : 2, chambre : 1, surface : 65"
"paris 16e sud, metro ligne 10 michel ange molitor et ligne 9 exelmans. au 6e etage sur 9, exposition est avec balcon sur cour degagee, 64 m2, entree, sejour double, une chambre (possibilite 2e chambre), cuisine, salle de bains, wc, piece penderie, ascenseur, chauffage collectif. classe energie e. digicode. interphone, gardien.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r408000694,paris 16e (75016),510000,vente appartement 3 pieces 64 m2 paris 16e,"pieces : 3, chambre : 1, surface : 64, prix / m : 7.969"
"appartement trois pieces en enfilades sud/est, au 1er etage, compose d'une salle a manger avec cuisine ouverte, un sejour (possibilite de le transformer en chambre), une chambre, salle d'eau avec wc. une cave. proche des commerces, et transports porte des lilas (metro-tram). chauffage individuel au gaz. habitable sans travaux. charges/mois 115e taxe fonciere 300e.merci d'appeler entre 18h30 et 20h la semaine et entre 10h et 20h le week-end",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r406101272,paris 20e (75020),230000,vente appartement 3 pieces 36 m2 paris 20e,"pieces : 3, chambre : 1, surface : 36, prix / m : 6.389"
"au coeur de paris, bel appartement refait a neuf. ideal investissement pour pied-a-terre ou location, dans une cour interieure au calme, claire et securisee (double code), au 1er etage sans ascenseur. tres lumineux compose d'une entree, d'une grande piece avec vrai coin cuisine et possibilite d'adaptation en 2 pieces, d'une salle de bain et de toilettes separees. tous commerces. stations de metro chatelet-les-halles et louvre. aucun travaux a prevoir. rangements optimises. parking public a 3 mns rue du louvre (pratique). urgent.",chatelet - les halles,louvre - rivoli,pont neuf,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r405802053,paris 1er (75001),420000,vente studio 34 m2 paris,"piece : 1, chambre : 1, surface : 34, prix / m : 12.353"
"au coeur du marche de levis, dans une rue calme (4 square gabriel faure), 5 mn a pied du metro villiers/malesherbe (lignes 2, 3) et du parc monceau. quartier anime, proche de tous les commerces, cafes, restaurants, etc... appartement de 2 pieces avec fenetres dans toutes les pieces, renove, de 37,4 m2 loi carrez (aucune perte de place), au premier etage d'un immeuble des annees 30 ; tres bien entretenu (gardien sur place), tranquille et securise (intercom, digicode + bip) avec ascenseur. compose d'une entree avec double placard et ample rangements, un grand sejour / coin de repas donnant sur la cour. la cuisine independante (cuisine americaine possible) est entierement equipee. une tres belle chambre donne sur la cour interieure composee d'un triple dressing et rangements. salle de bains spacieuse, entierement carrelee avec une grande fenetre. chauffage et eau chaude collective (inclus dans les charges). ideal pour investisseurs (1.400 /mois ttc de loyer) ou pied-a-terre. peut etre vendu entierement meuble comme paru dans les photos.",pont-cardinet,malesherbes,villiers,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r408400636,paris 17e (75017),345000,vente appartement 2 pieces 37 m2 paris 17e,"pieces : 2, chambre : 1, surface : 37, prix / m : 9.324"
"2 pieces de 28 m2, sans perte d'espace. rue de la roquette, pres de la place leon blum. bon etat. chambre sur cour, salon sur rue. cuisine americaine entierement equipee (regulierement loue en courte duree a 1.200  mensuels), on pose seulement les valises. 3eme etage. cave.",voltaire (leon blum),faidherbe,breguet - sabin,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-r408400724,paris 11e (75011),260000,vente appartement 2 pieces 28 m2 paris 11e,"pieces : 2, chambre : 1, surface : 28, prix / m : 9.286"
"62 rue riquet, 75019 paris. studio de 24,2 m2 loi carrez. 1er etage sur cour, dans un immeuble de 4 etages. aucune perte de place. mezzanine. cuisine ouverte. double vitrage (2 grandes fenetres). chauffage electrique. porte avec fermeture de securite 3 points. interphone et digicode. salle de bains avec wc. proche de l'avenue de flandre tres commercante. a deux pas du centre d'art contemporain le 104. quartier en plein developpement. vendu libre. il etait loue 725  par mois en meuble. je laisse ce qu'il y a dedans (armoire, machine a laver, rideaux, etageres, canape clic-clac, plaques electriques, micro-ondes, vaisselle, etc...). bon investissement locatif. tous les gros travaux de copropriete ont ete votes et payes. la copropriete a ete completement reprise en main par les nouveaux proprietaires. nous avons donc fait 3 plusieurs phases de travaux et il n'y aura plus rien a prevoir par la suite. les facades interieures finies en novembre 2014, les parties communes sont en cours. la facade sur rue est prevue, ainsi que la restructuration des caves (votees, payees). diagnostics ok. charges : 85  par mois, taxe fonciere 121 . agences s'abstenir ! (cheres agences, svp, n'appelez pas, je ne cederai pas, vous allez juste perdre du temps).",riquet,stalingrad,crimee,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r406900972,paris 19e (75019),169000,vente studio 24 m2 paris,"piece : 1, surface : 24, prix / m : 7.042"
"quartier marcadet, vends appartement de 65 m2, situe au 5eme etage d'un immeuble recent avec gardienne et ascenseur. il est compose d'une entree donnant sur une cuisine equipee et amenagee, d'un salon et de l'espace nuit, qui comprend deux chambres, une salle de bains et des toilettes separees, un dressing. nombreux placards. cave. double exposition (est-ouest), vue degagee, au calme. prix : 430.000 . un parking au sous-sol en sus possible. visites sur rendez-vous. agences et professionnels s'abstenir.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r195905,paris 18e (75018),430000,vente appartement 3 pieces 65 m2 paris,"pieces : 3, chambres : 2, surface : 65"
"hauts de malesherbes ( a 400 m de la future cite judiciaire) creche, ecole, college et lycee a 200m, centre commercial so ouest grandes enseignes, complexe cinemas et leclerc a 400 m, future station de tramway en remplacement du pc3 actuel a 200 m, 400 m entree du parc martin luther king . appartement 6 pieces, 120 m2 loi carrez (30m2 terrasse et 2 balcons soit 10m2 de plus en surface totale), plan detaille voir la 10eme photo sous l'annonce, dans bel immeuble de 2003, belles prestations,digicode+visiophone, ascenseur, disponible de suite (occupe par proprietaires), tres lumineux orientation principale sud ouest, triple exposition, 16 baies vitrees et fenetres equipees de volets roulants electriques dont 14 donnant sur grand parc arbore (claire motte) au 1er etage sureleve correspondant a un 2 eme etage en elevation puisque rez-de-chaussee et entresol en dessous, double sejour, cuisine separee, 4 chambres dont une suite parentale avec salle de bains et toilettes + salle de bains et toilettes separees (salles de bains, toilettes et peinture refaites a neuf ete 2014). chauffage electrique individuel. charges copro mensuelles 200 euros, taxe fonciere 120 /mois. 1 cave en sous sol, local a velos au rdc. parking en sus. visites sur rendez-vous par telephone uniquement. demande de plans/photos/renseignements complementaires par mail. pas d'agences svp. agences s'abstenir",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r404400876,paris 17e (75017),850000,vente appartement 6 pieces 120 m2 paris,"pieces : 6, chambres : 4, surface : 120, prix / m : 7.083"
"tres proche avenue victor hugo et square lamartine. 2/3 pieces 62 m2 carrez, sans travaux, avec parquet chene massif. situe au 1er etage sur cour fleurie d'un immeuble annee 30 bien entretenu. appartement tres calme avec faibles charges, cable fibre optique, d'une hauteur sous plafond de 2,80m. copropriete securisee avec gardien, video, et digicodes. ideal pied a terre ou premier achat. profession liberale admise dans le reglement de copropriete. cuisine independante equipee, sejour double, grande chambre, salle de bains avec fenetre, beau dressing amenage (photos sur demande). possibilite de parking en sous-sol. proche universite dauphine et sectorisation janson de sailly. tous transports et commerces a proximite.",porte dauphine (marechal de lattre de tassigny),avenue foch,rue de la pompe (avenue georges mandel),http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r402500230,paris 16e (75016),546000,vente appartement 2 pieces 62 m2 paris 16e,"pieces : 2, chambre : 1, surface : 62, prix / m : 8.806"
"tres belle residence de standing avec gardiens. au calme sur jardin - sans vis-a-vis. cuisine us ouverte sur salon (31 m2), 2 chambres (dont une avec balcon), salle de bains, wc separes. double vitrage - parquet au sol. cave + parking. a saisir.agences s'abstenir merci",saint-fargeau,adrienne bolland,porte des lilas,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r408000766,paris 20e (75020),419000,vente appartement 3 pieces 62 m2 paris 20e,"pieces : 3, chambres : 2, surface : 62"
"grand appartement traversant, donnant sur un tres grand jardin, idealement situe sur l'avenue de laumiere, a 50 metres du metro laumiere (ligne 5) et a 200 metres de l'entree du parc des buttes-chaumont. situe au 2eme etage d'une residence securisee avec gardien et tres conviviale, vous pourrez profiter a la fois de la floraison bleutee des paulownias de l'avenue laumiere sur le balcon cote rue, et du calme au soleil cote jardin. comme vous le constaterez, le plan est tres pratique et la surface modulable vous permettant d'agencer cet espace en fonction de vos besoins (1, 2, 3 ou meme 4 chambres ; double sejour, cuisine independante, wc separes et placards muraux). a noter qu'il y est egalement possible d'y exercer une activite liberale. cet appartement dispose d'une cave, possibilite de parking. charges : 1.400 /trimestre. taxe fonciere : 1.100 /an.vous pouvez me contacter par telephone, mail ou sms",laumiere,ourcq,riquet,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r408200468,paris 19e (75019),620000,vente appartement 5 pieces 90 m2 paris 19e,"pieces : 5, chambres : 3, surface : 90"
"superbe appartement de 141 m2 entierement a renover au pied du metro quatre septembre. immeuble de grand standing. exposition sud et ouest. hauteur sous plafond exceptionnelle : 4,30 m. tres grande cave voutee.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r408400562,paris 2e (75002),1685000,vente appartement 5 pieces 141 m2 paris 2e,"pieces : 5, chambres : 3, surface : 141, prix / m : 11.950"
"2 pieces en parfait etat, sans perte de place, au calme absolu. dans immeuble ancien bien entretenu et au sein d'une petite copropriete (38 lots). appartement situe au 2eme etage etage (sur 3 - sans ascenseur), compose d'une belle piece a vivre ensoleillee (21 m2) distribuant une cuisine equipee separee, une chambre spacieuse, une salle d'eau refaite a neuf, ainsi que de nombreux rangements. vendu avec une cave. - charges annuelles courantes : 1.140 . - restauration complete des cages d'escalier en cours (payee). - double vitrage recent installe a toutes les fenetres. - parquet recent dans toutes les pieces (hors salle de bains). l'appartement peut etre visite les vendredi ou samedi sur rendez-vous. idealement situe, proche des commerces, des transports, des ecoles et creches : * commerces : - rue du rendez-vous et ses nombreux commerces et traiteurs a deux pas, - franprix, carrefour market, bio c bon, monoprix..., - marche de qualite 2 fois par semaine sur le cours de vincennes. * transports : - metro : ligne 1 et ligne 6 accessibles a moins de 5 mn a pied, - rer : acces rapide au rer a (nation), - tram : t3 a moins de 5 mn, - bus : nombreux bus en bas de la rue. * divers : - bois de vincennes, lacs daumesnil et de saint-mande faciles d'acces.",porte de vincennes,picpus (courteline),alexandra david-neel,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r408400597,paris 12e (75012),360000,vente appartement 2 pieces 41 m2 paris 12e,"pieces : 2, chambre : 1, surface : 41"
"au pied des commerces et des transports, au 5 de la rue de crimee (metro place des fetes). appartement traversant, compose d'une grande piece de vie, d'une cuisine separee, de deux grandes chambres et d'une salle de bains avec baignoire, wc et bidet. renove en 2011 avec materiaux precieux : parquet dans les chambres et salon, tomettes et carrelage en pierre dans la cuisine et la salle de bains. donnant entierement sur le jardin d'une residence bien entretenue et a l'ambiance conviviale, il profite d'un calme et dune luminosite rare. dispose aussi d'un parking en sous-sol et d'une cave saine avec porte blindee. provision sur charges : environ 250 /mois. pour plus d'images, informations supplementaires ou visites, veuillez nous contacter par mail ou telephone. agences s'abstenir.",place des fetes,jourdain,botzaris,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r408400601,paris 19e (75019),435000,vente appartement 3 pieces 61 m2 paris 19e,"pieces : 3, chambres : 2, surface : 61, prix / m : 7.131"
"vends appartement, situe rue de reuilly 75012 (metro daumesnil), proche de toutes commodites (commerces, ecoles, lignes 6, 8, rer a...), au-dessus de la coulee verte. expose ouest, tres lumineux, 3eme etage, avec deux ascenseurs, 2 digicodes. ravalement termine juillet 2015. joli 2 pieces de 42 m2 parfaitement agence, excellent etat general, aucuns travaux a prevoir : salon, chambre (armoire dressing sur-mesure), cuisine equipee, salle de bains amenagee avec baignoire (entierement refaite), wc separes, double vitrage + volets roulants electriques. chauffage collectif. cave avec porte blindee. agences s'abstenir. contact par telephone uniquement.",montgallet,daumesnil (felix eboue),dugommier,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r407600606,paris 12e (75012),349000,vente appartement 2 pieces 42 m2 paris 12e,"pieces : 2, chambre : 1, surface : 42"
"paris x - secteur rue de paradis / faubourg saint-denis. renovation de qualite pour cet ancien atelier chanel, entierement rehabilite en 2012 pour etre transforme en appartement de charme.* sur cour. calme. situe au 2eme etage, desservi par une imposante cage d'escalier classee monument historique de l'un des plus beaux immeubles de la rue du faubourg saint-denis, erige vers 1715 dont les facades et toitures sont egalement classees mh. 1ere piece : sejour cuisine (22.27 m2) : une entree avec une cuisine ouverte, sejour cathedrale avec 4,20 metres de hauteur sous plafond. poele prussien. nombreux rangements. 2eme piece : au sol 11.5 m2 avec degagement dressing, wc independants, salle de bains douche italienne. en mezzanine avec escalier : une piece de 7 m2 avec 1.90 metres de hauteur sous plafond. nombreux rangements. les hautes fenetres en chene double vitrage (changees en 2012), exposees ouest / sud-ouest et l'importante hauteur sous plafond donnent volume et lumiere a cet espace non conventionnel charge d'histoire. parquet chene. volets interieurs. multitude de commerces et restaurants. proximite du canal saint-martin. surface loi carrez : 36.23 m2. surface totale : 40.79 m2. surface ponderee : 38.51 m2. metro chateau d'eau - gare de l'est et strasbourg saint-denis. autolib' et velib'. agences s'abstenir.merci de m'appeler entre 9h et 21h30 avec une preference entre 12h30 et 14h",gare de l'est (verdun),chateau d'eau,poissonniere,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r408400626,paris 10e (75010),380000,vente appartement 2 pieces 38 m2 paris 10e,"pieces : 2, chambre : 1, surface : 38, prix / m : 10.000"
"ce bien est tellement atypique qu'il faut bien lire le releve des surfaces ci dessous et les comprendre. pourquoi ai-je mis 30 m2 sur l'en tete ?: au dessous de 9 m2 les surfaces ne sont pas nommee carrez meme si elles existent. en plus des 7,95 m2 qui sont a la bonne hauteur, 23,20 m2 sont comme une mezzanine basse avec 140 cm de hauteur,qui au lieu d'etre au plafond est sur la meme hauteur que le reste. cela donne une chambre separee du reste de 23m2 basse mais vraiment charmante+ au fond de la chambre un espace de rangement de 8,20 m2 une grande douche avec vrai wc - un coin cuisine - un coin bureau face aux toits de paris. 4 fenetres aux 4 point cardinaux silence total personne d'autre sur l'etage. 5eme etage sans ascenseur ce qui donne 31,15 m2 en tout. le pied a terre ideal, on ne dort pas dans la cuisine! agence et curieux s'abstenir absolument.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r408400646,paris 2e (75002),155000,vente appartement 2 pieces 31 m2 paris 2e,"pieces : 2, chambre : 1, surface : 31, prix / m : 5.000"
"immeuble et adresse recherches - boulevard st-germain/odeon. sans vis-a-vis - 3eme etage ascenseur - balconnets + balcon - traversant. grande reception - grande salle a manger avec bow-window - 3 chambres avec chacune salle d'eau, wc. au pied des cinemas, des commerces, des transports, des ecoles et hyper calme - 168 m2. merci d'envoyer un email avec vos coordonnees et nous vous rappelerons.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r406301281,paris 6e (75006),2800000,vente appartement 6 pieces 170 m2 paris,"pieces : 6, chambres : 3, surface : 170, prix / m : 16.471"
"quartier cardinet. idealement situe rue de rome devant le parc des batignolles, sans vis-a-vis, dans un immeuble haussmannien de standing avec gardienne a demeure. appartement de 5 pieces de 141 m2, au 5e etage, et comprenant : une vaste entree, un sejour de 26 m2 avec 2 fenetres, salle a manger de 16 m2 ouvrant sur balcon, 3 chambres spacieuses dont une suite parentale avec salle de bains, 1 salle de bains neuve, 1 wc independant, une douche independante, une cuisine equipee neuve et une cave. tres belle hauteur sous plafond. superbes parquets anciens point de hongrie ; moulures-cheminees d'origines. appartement totalementenove. aucuns travaux a prevoir. agences s'abstenir merci.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r408400673,paris 17e (75017),1520000,vente appartement 5 pieces 141 m2 paris 17e,"pieces : 5, chambres : 3, surface : 141, prix / m : 10.780"
"a vendre, metro alesia, quartier commercant, a 400 m du metro et du futur cinema gaumont, rue de la tombe issoire au calme, un 2 pieces de 45 m2 au 1er etage/6, tres lumineux et ensoleille avec vue sur verdure. l'appartement est refait a neuf, prestations de qualite avec parquet en chene massif verni, il se compose d'une entree, placards de rangement, grande piece a vivre equipee d'une cuisine ouverte laquee blanche (sauf electromenager), une belle chambre, salle de bains avec baignoire et meuble double vasque, wc separes, double vitrage, volets roulants electriques. ravalement fait en juillet 2015, parties communes en cours de renovation. charges 470 /trimestre, chauffage et eau chaude compris. ascenseur. copropriete bien entretenue sans procedures, immeuble annees 70 comportant 25 appartements.",alesia,mouton-duvernet,montsouris,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-4-r407700783,paris 14e (75014),382000,vente appartement 2 pieces 45 m2 paris 14e,"pieces : 2, chambre : 1, surface : 45, prix / m : 8.489"
"studio de 20 m2 en parfait etat au rez-de-chaussee d'une petite copropriete. parquet au sol, grands rangements, belle hauteur sous plafond, salle de douche et wc, au calme et tres lumineux. a deux minutes des lignes 1, 9, 2 et tramway. 5 minutes du rer nation. agences s'abstenir.",maraichers,porte de montreuil,buzenval,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-4-r407401086,paris 20e (75020),167500,vente studio 20 m2 paris 20e,"piece : 1, surface : 20"
"paris 19e (75019). dans un charmant immeuble lumineux, a proximite immediate du parc des buttes chaumont. 3 pieces de 55 m2 tres bien agence, avec parquet, au 7eme etage avec ascenseur : un grand sejour et une cuisine americaine entierement equipee, une grande baie vitree lumineuse, deux chambres ensoleillees dont l'une avec dressing integre, salle de bains avec baignoire, wc separes, et une cave incluse. chauffage et eau chaude collectifs par l'immeuble. digicode, ascenseur, cave. proche de toutes les commodites : parc de buttes chaumont, canal de l'ourcq, parc de la villette, cite de la musique et philharmonie, commerces, squares, cinemas, transports, creches, ecoles, colleges, metro laumiere, metro ourcq. agences s'abstenir.",ourcq,laumiere,porte de pantin (parc de la villette),http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-4-r407400456,paris 19e (75019),405000,vente appartement 3 pieces 54 m2 paris 19e,"pieces : 3, chambres : 2, surface : 54, prix / m : 7.500"
"appartement 2 pieces 59,07 m2 entierement refait a neuf avec terrasse 22 m2 - paris 18eme. dans un immeuble de 1994 residence de standing - quartier damremont / championnet. appartement avec vue tres degagee sur jardin sans vis-a-vis, calme au 6eme etage sur 7 avec une terrasse amenagee et equipee. l'immeuble est equipe de digicode, interphone, videosurveillance, ascenseur, et d'un gardien. il offre une cuisine amenagee et equipee avec un coin repas, un salon avec baie vitree, une chambre avec penderie, une salle d'eau avec une douche italienne et buanderie, un wc separe, et un couloir avec de nombreux rangements amenages, parquet massif, chauffage verre inertie individuel electrique - volet electriques toutes les pieces donnent sur la terrasse (prix 7.950 / m2)",porte de saint-ouen,lamarck - caulaincourt,porte de clignancourt,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-4-r406400747,paris 18e (75018),529000,vente appartement 2 pieces 59 m2 paris 18e,"pieces : 2, chambre : 1, surface : 59"
